QueryPertID,GeneID,Symbol,Validation,Pct,pQSARCorr_r,NCI60_r,PSP_r,Probability_L,Probability_Q,Probability_LQ,Probability_NCI60,Probability_PSP
BRD-A18620900,1571,CYP2E1,StructureLikely,0.9885,0.6133,,,0.1265,0.81,0.8074,0.5,0.5
BRD-A18620900,1577,CYP3A5,StructureLikely,0.127,0.6844,,,0.6052,0.867,0.9867,0.5,0.5
BRD-A18620900,2099,ESR1,Known,0.6317,0.6589,,,0.3811,0.8484,0.9618,0.5,0.5
BRD-A18620900,2100,ESR2,Known,0.3378,0.6589,,,0.4909,0.8484,0.9725,0.5,0.5
BRD-A18696154,11188,NISCH,Known,0.1787,0.7045,,,0.5692,0.8802,0.989,0.5,0.5
BRD-A18705706,1786,DNMT1,StructureSure,0.8891,0.5791,,,0.2583,0.7765,0.8291,0.5,0.5
BRD-A18705706,5595,MAPK3,pQSAR,0.0071,0.6751,,,0.8236,0.8604,0.9934,0.5,0.5
BRD-A18917088,1577,CYP3A5,Known,0.1686,0.6805,,,0.5755,0.8643,0.9845,0.5,0.5
BRD-A18917088,2099,ESR1,Known,0.004,0.6337,,,0.8525,0.828,0.9895,0.5,0.5
BRD-A18917088,2100,ESR2,Known,0.5821,0.6337,,,0.3994,0.828,0.9479,0.5,0.5
BRD-A18917088,5579,PRKCB,pQSAR,0.0014,0.6068,,,0.8951,0.8039,0.9882,0.5,0.5
BRD-A18929998,136,ADORA2B,pQSAR,0.0032,0.6082,-0.026,,0.8626,0.8052,0.9855,0.3994,0.5
BRD-A18929998,5422,POLA1,Known,0.9477,0.8131,1.0,,0.2048,0.9336,0.9927,0.8919,0.5
BRD-A18929998,6240,RRM1,NCI60,0.7914,0.8131,0.7077,,0.3147,0.9336,0.9953,0.8011,0.5
BRD-A18929998,6241,RRM2,NCI60,0.471,0.8131,0.7077,,0.4397,0.9336,0.9968,0.8011,0.5
BRD-A18929998,7298,TYMS,NCI60,0.8037,0.71,0.7107,,0.3086,0.8837,0.9772,0.8022,0.5
BRD-A19037878,10013,HDAC6,Known,0.065,0.678,1.0,,0.6683,0.8625,0.9881,0.8919,0.5
BRD-A19037878,10014,HDAC5,Known,0.6095,0.678,1.0,,0.3894,0.8625,0.9719,0.8919,0.5
BRD-A19037878,3065,HDAC1,Known,0.0017,0.678,1.0,,0.8881,0.8625,0.9958,0.8919,0.5
BRD-A19037878,3066,HDAC2,Known,0.0562,0.678,1.0,,0.6808,0.8625,0.9886,0.8919,0.5
BRD-A19037878,51564,HDAC7,Known,0.7069,0.678,1.0,,0.3518,0.8625,0.9683,0.8919,0.5
BRD-A19037878,55869,HDAC8,Known,0.1235,0.678,1.0,,0.6081,0.8625,0.9855,0.8919,0.5
BRD-A19037878,83933,HDAC10,Known,0.3992,0.6256,1.0,,0.4665,0.821,0.9519,0.8919,0.5
BRD-A19037878,8841,HDAC3,Known,0.038,0.678,1.0,,0.7129,0.8625,0.9898,0.8919,0.5
BRD-A19037878,9734,HDAC9,Known,0.4156,0.678,1.0,,0.4602,0.8625,0.9773,0.8919,0.5
BRD-A19037878,9759,HDAC4,Known,0.514,0.678,1.0,,0.4241,0.8625,0.9747,0.8919,0.5
BRD-A19195498,10892,MALT1,pQSAR,0.0093,0.75,,,0.8086,0.9061,0.9977,0.5,0.5
BRD-A19195498,1128,CHRM1,Known,0.3689,0.8797,,,0.4783,0.9544,0.999,0.5,0.5
BRD-A19195498,1131,CHRM3,Known,0.0301,0.8797,,,0.7308,0.9544,0.9996,0.5,0.5
BRD-A19195498,150,ADRA2A,Known,0.6556,0.8376,,,0.372,0.9421,0.9973,0.5,0.5
BRD-A19195498,154,ADRB2,Known,0.0182,0.8376,,,0.7666,0.9421,0.9993,0.5,0.5
BRD-A19195498,1812,DRD1,Known,0.0967,0.8473,,,0.632,0.9452,0.999,0.5,0.5
BRD-A19195498,3269,HRH1,Known,0.152,0.8797,,,0.5867,0.9544,0.9993,0.5,0.5
BRD-A19195498,3358,HTR2C,Known,0.9297,0.8473,,,0.2244,0.9452,0.996,0.5,0.5
BRD-A19195498,5144,PDE4D,pQSAR,0.0033,0.688,,,0.8613,0.8694,0.9956,0.5,0.5
BRD-A19195498,775,CACNA1C,pQSAR,0.0056,0.7626,,,0.8361,0.9123,0.9984,0.5,0.5
BRD-A19500257,1111,CHEK1,StructureLikely,0.9191,0.6162,0.4669,,0.2343,0.8126,0.8855,0.6904,0.5
BRD-A19500257,1577,CYP3A5,pQSAR,0.01,0.7494,0.3886,,0.8043,0.9058,0.9976,0.6478,0.5
BRD-A19500257,2932,GSK3B,pQSAR,0.0012,0.6162,0.3836,,0.9003,0.8126,0.9902,0.645,0.5
BRD-A19500257,3320,HSP90AA1,Known,0.0068,0.6821,1.0,,0.826,0.8654,0.9941,0.8919,0.5
BRD-A19500257,3326,HSP90AB1,Known,0.0999,0.5986,1.0,,0.6289,0.7961,0.9559,0.8919,0.5
BRD-A19500257,3480,IGF1R,pQSAR,0.0034,0.6137,-0.1582,,0.8599,0.8103,0.9864,0.3246,0.5
BRD-A19500257,3551,IKBKB,pQSAR,0.0061,0.7062,0.4814,,0.8317,0.8813,0.996,0.6979,0.5
BRD-A19500257,5291,PIK3CB,pQSAR,0.0058,0.612,-0.0621,,0.8343,0.8088,0.9838,0.3783,0.5
BRD-A19500257,5294,PIK3CG,pQSAR,0.0027,0.6162,-0.0621,,0.8699,0.8126,0.9877,0.3783,0.5
BRD-A19500257,55869,HDAC8,pQSAR,0.0083,0.6653,0.4236,,0.815,0.8533,0.992,0.6672,0.5
BRD-A19500257,7846,TUBA1A,pQSAR,0.0022,0.6985,0.1653,,0.8783,0.8764,0.9967,0.5154,0.5
BRD-A19633847,3551,IKBKB,pQSAR,0.0073,0.6093,,,0.8221,0.8063,0.982,0.5,0.5
BRD-A19661776,150,ADRA2A,Known,0.7775,0.8599,,,0.3213,0.949,0.9977,0.5,0.5
BRD-A19661776,152,ADRA2C,Known,0.2624,0.8599,,,0.5242,0.949,0.9988,0.5,0.5
BRD-A19661776,154,ADRB2,StructureLikely,0.1336,0.8569,,,0.6001,0.9481,0.999,0.5,0.5
BRD-A19661776,1812,DRD1,Known,0.0588,0.8599,,,0.677,0.949,0.9993,0.5,0.5
BRD-A19661776,3269,HRH1,Known,0.1366,0.8599,,,0.5978,0.949,0.999,0.5,0.5
BRD-A19661776,3358,HTR2C,Known,0.9166,0.8831,,,0.2366,0.9553,0.9978,0.5,0.5
BRD-A19736161,1577,CYP3A5,Known,0.0065,0.5866,,,0.8284,0.7842,0.9756,0.5,0.5
BRD-A20119038,1719,DHFR,pQSAR,0.0085,0.6242,,,0.8137,0.8198,0.985,0.5,0.5
BRD-A20119038,2099,ESR1,pQSAR,0.0007,0.6794,,,0.9168,0.8635,0.9968,0.5,0.5
BRD-A20119038,3065,HDAC1,pQSAR,0.0034,0.6807,,,0.8599,0.8644,0.995,0.5,0.5
BRD-A20119038,5468,PPARG,pQSAR,0.0041,0.6708,,,0.8514,0.8573,0.9939,0.5,0.5
BRD-A20126139,2908,NR3C1,Known,0.0005,0.853,,,0.9259,0.9469,0.9998,0.5,0.5
BRD-A20126139,7182,NR2C2,pQSAR,0.0105,0.6605,,,0.8014,0.8496,0.9908,0.5,0.5
BRD-A20126139,866,SERPINA6,pQSAR,0.0056,0.8126,,,0.8361,0.9334,0.9992,0.5,0.5
BRD-A20239487,154,ADRB2,Known,0.1762,0.6169,,,0.5707,0.8133,0.9597,0.5,0.5
BRD-A20243730,3551,IKBKB,pQSAR,0.0096,0.7418,,,0.8067,0.9018,0.9974,0.5,0.5
BRD-A21329147,2099,ESR1,pQSAR,0.0046,0.632,,,0.8459,0.8266,0.9888,0.5,0.5
BRD-A21329147,5479,PPIB,pQSAR,0.003,0.6209,,,0.8654,0.8169,0.9882,0.5,0.5
BRD-A21490874,1577,CYP3A5,pQSAR,0.0048,0.815,,,0.8438,0.9343,0.9993,0.5,0.5
BRD-A21490874,2099,ESR1,Known,0.3948,0.8181,,,0.4682,0.9354,0.9973,0.5,0.5
BRD-A21490874,2908,NR3C1,Known,0.7014,0.853,,,0.3541,0.9469,0.9977,0.5,0.5
BRD-A21490874,367,AR,Known,0.1557,0.8181,,,0.5841,0.9354,0.9981,0.5,0.5
BRD-A21490874,6258,RXRG,pQSAR,0.0035,0.6321,,,0.8586,0.8267,0.9896,0.5,0.5
BRD-A21584801,2321,FLT1,Known,0.3655,0.5505,,,0.4796,0.7455,0.868,0.5,0.5
BRD-A21584801,3791,KDR,Known,0.5542,0.5505,,,0.4095,0.7455,0.8412,0.5,0.5
BRD-A22032524,775,CACNA1C,Known,0.4444,0.5511,,,0.4495,0.7462,0.8582,0.5,0.5
BRD-A22032524,776,CACNA1D,Known,0.1424,0.55,,,0.5935,0.7449,0.9025,0.5,0.5
BRD-A22032524,9429,ABCG2,Known,0.7838,0.558,,,0.3183,0.7539,0.8147,0.5,0.5
BRD-A22143024,2099,ESR1,Known,0.0156,0.6813,,,0.7768,0.8648,0.9925,0.5,0.5
BRD-A22143024,2100,ESR2,Known,0.2642,0.544,,,0.5233,0.7381,0.8718,0.5,0.5
BRD-A22152765,1128,CHRM1,Known,0.3195,0.7326,,,0.4985,0.8968,0.9911,0.5,0.5
BRD-A22152765,1131,CHRM3,Known,0.0033,0.7326,,,0.8613,0.8968,0.9978,0.5,0.5
BRD-A22305049,154,ADRB2,pQSAR,0.0017,0.6063,,,0.8881,0.8035,0.9875,0.5,0.5
BRD-A22305049,3269,HRH1,pQSAR,0.0041,0.614,,,0.8514,0.8106,0.9857,0.5,0.5
BRD-A22684332,154,ADRB2,Known,0.0614,0.7753,,,0.6732,0.9182,0.9973,0.5,0.5
BRD-A22769835,3269,HRH1,Known,0.3107,0.8068,,,0.5023,0.9312,0.9971,0.5,0.5
BRD-A22783572,3551,IKBKB,pQSAR,0.0067,0.64,,,0.8268,0.8333,0.9889,0.5,0.5
BRD-A23072235,10327,AKR1A1,pQSAR,0.0029,0.6107,,,0.8669,0.8076,0.9864,0.5,0.5
BRD-A23072235,1128,CHRM1,StructureLikely,0.2367,0.7187,,,0.5368,0.8889,0.9902,0.5,0.5
BRD-A23072235,1131,CHRM3,StructureLikely,0.0256,0.7187,,,0.7427,0.8889,0.9951,0.5,0.5
BRD-A23072235,1577,CYP3A5,pQSAR,0.008,0.6509,,,0.8171,0.8422,0.9901,0.5,0.5
BRD-A23072235,3269,HRH1,Known,0.0307,0.8005,,,0.7293,0.9288,0.9985,0.5,0.5
BRD-A23072235,367,AR,pQSAR,0.001,0.6391,,,0.9062,0.8326,0.9934,0.5,0.5
BRD-A23290232,2908,NR3C1,StructureSure,0.0084,0.8465,,,0.8144,0.9449,0.9995,0.5,0.5
BRD-A23290232,301,ANXA1,StructureSure,0.0005,0.7913,,,0.9259,0.9251,0.9995,0.5,0.5
BRD-A23290232,476,ATP1A1,pQSAR,0.0051,0.6335,,,0.8408,0.8279,0.9887,0.5,0.5
BRD-A23290232,7421,VDR,pQSAR,0.0042,0.6603,,,0.8502,0.8495,0.9928,0.5,0.5
BRD-A23290232,866,SERPINA6,pQSAR,0.0098,0.8181,,,0.8055,0.9354,0.9992,0.5,0.5
BRD-A23359898,154,ADRB2,pQSAR,0.0054,0.7024,,,0.838,0.8789,0.9959,0.5,0.5
BRD-A23359898,1577,CYP3A5,Known,0.003,0.605,,,0.8654,0.8022,0.985,0.5,0.5
BRD-A23723433,5243,ABCB1,Known,0.4735,0.6211,1.0,,0.4388,0.817,0.9444,0.8919,0.5
BRD-A23801136,3320,HSP90AA1,Known,0.1233,0.6821,,,0.6082,0.8654,0.9863,0.5,0.5
BRD-A24122750,2550,GABBR1,Known,0.0595,0.5924,,,0.6759,0.79,0.9585,0.5,0.5
BRD-A24122750,5743,PTGS2,pQSAR,0.0088,0.6392,,,0.8117,0.8327,0.9879,0.5,0.5
BRD-A24228527,7153,TOP2A,Known,0.3085,0.8489,1.0,,0.5032,0.9457,0.9985,0.8919,0.5
BRD-A24514565,79001,VKORC1,Known,0.3142,0.5668,,,0.5008,0.7635,0.8998,0.5,0.5
BRD-A25067867,1128,CHRM1,Known,0.2557,0.8224,,,0.5274,0.937,0.9979,0.5,0.5
BRD-A25067867,3269,HRH1,Known,0.0056,0.8224,,,0.8361,0.937,0.9993,0.5,0.5
BRD-A25067867,4128,MAOA,StructureLikely,0.2291,0.7245,,,0.5407,0.8923,0.9911,0.5,0.5
BRD-A25067867,4129,MAOB,StructureLikely,0.146,0.7245,,,0.5909,0.8923,0.9924,0.5,0.5
BRD-A25067867,6335,SCN9A,StructureLikely,0.3144,0.6864,,,0.5007,0.8684,0.9823,0.5,0.5
BRD-A25067867,760,CA2,StructureLikely,0.2527,0.5276,,,0.5288,0.7187,0.8435,0.5,0.5
BRD-A25143711,2908,NR3C1,Known,0.0007,0.8465,,,0.9168,0.9449,0.9997,0.5,0.5
BRD-A25143711,301,ANXA1,Known,0.1869,0.7913,,,0.5642,0.9251,0.997,0.5,0.5
BRD-A25143711,3551,IKBKB,pQSAR,0.0005,0.5519,,,0.9259,0.7471,0.9798,0.5,0.5
BRD-A25143711,4194,MDM4,pQSAR,0.0046,0.6603,,,0.8459,0.8495,0.9927,0.5,0.5
BRD-A25143711,6608,SMO,pQSAR,0.001,0.749,,,0.9062,0.9055,0.9988,0.5,0.5
BRD-A25143711,866,SERPINA6,pQSAR,0.0063,0.8181,,,0.83,0.9354,0.9993,0.5,0.5
BRD-A25234499,2539,G6PD,pQSAR,0.0041,0.6367,,,0.8514,0.8306,0.9899,0.5,0.5
BRD-A25234499,2908,NR3C1,Known,0.2323,0.6039,,,0.5391,0.8012,0.9466,0.5,0.5
BRD-A25234499,9971,NR1H4,pQSAR,0.0107,0.6039,,,0.8003,0.8012,0.9784,0.5,0.5
BRD-A26032986,1577,CYP3A5,pQSAR,0.0041,0.5672,,,0.8514,0.764,0.9714,0.5,0.5
BRD-A26032986,801,CALM1,Known,0.0314,0.6058,,,0.7276,0.803,0.9716,0.5,0.5
BRD-A26095496,1577,CYP3A5,StructureLikely,0.2386,0.7453,,,0.5358,0.9036,0.9934,0.5,0.5
BRD-A26095496,2908,NR3C1,Known,0.0005,0.8221,,,0.9259,0.9369,0.9997,0.5,0.5
BRD-A26095496,7124,TNF,pQSAR,0.0063,0.6451,,,0.83,0.8375,0.9899,0.5,0.5
BRD-A26095496,866,SERPINA6,StructureLikely,0.0085,0.7948,,,0.8137,0.9265,0.9989,0.5,0.5
BRD-A26334849,154,ADRB2,Known,0.0084,0.6478,,,0.8144,0.8397,0.9895,0.5,0.5
BRD-A26334849,801,CALM1,pQSAR,0.0091,0.6073,,,0.8098,0.8044,0.9803,0.5,0.5
BRD-A26711594,1128,CHRM1,Known,0.2365,0.5187,,,0.5369,0.7078,0.8283,0.5,0.5
BRD-A26711594,1131,CHRM3,Known,0.3124,0.5187,,,0.5016,0.7078,0.8125,0.5,0.5
BRD-A26711594,801,CALM1,Known,0.4464,0.5758,,,0.4487,0.7731,0.8979,0.5,0.5
BRD-A27887842,1577,CYP3A5,pQSAR,0.0093,0.8245,,,0.8086,0.9377,0.9993,0.5,0.5
BRD-A27887842,2099,ESR1,pQSAR,0.0061,0.8464,,,0.8317,0.9449,0.9995,0.5,0.5
BRD-A27887842,2908,NR3C1,Known,0.0022,0.8534,,,0.8783,0.9471,0.9997,0.5,0.5
BRD-A27887842,301,ANXA1,StructureLikely,0.076,0.7885,,,0.6543,0.9239,0.9976,0.5,0.5
BRD-A27887842,3551,IKBKB,pQSAR,0.008,0.715,,,0.8171,0.8867,0.9963,0.5,0.5
BRD-A27887842,866,SERPINA6,Known,0.0887,0.8135,,,0.6401,0.9337,0.9983,0.5,0.5
BRD-A28746609,10383,TUBB4B,pQSAR,0.0065,0.8179,0.5202,,0.8284,0.9354,0.9993,0.7176,0.5
BRD-A28746609,51564,HDAC7,pQSAR,0.0007,0.7147,0.296,,0.9168,0.8865,0.9981,0.5944,0.5
BRD-A28746609,51727,CMPK1,pQSAR,0.0056,0.7139,,,0.8361,0.886,0.9966,0.5,0.5
BRD-A28746609,5243,ABCB1,Known,0.3537,0.6294,1.0,,0.4844,0.8243,0.9568,0.8919,0.5
BRD-A28746609,596,BCL2,Known,0.6657,0.5879,1.0,,0.3682,0.7855,0.8913,0.8919,0.5
BRD-A28746609,7846,TUBA1A,pQSAR,0.0002,0.8179,0.5202,,0.946,0.9354,0.9997,0.7176,0.5
BRD-A28940325,760,CA2,Known,0.2078,0.7364,,,0.5521,0.8989,0.9928,0.5,0.5
BRD-A28970875,2932,GSK3B,pQSAR,0.0051,0.6164,,,0.8408,0.8128,0.9854,0.5,0.5
BRD-A28970875,3091,HIF1A,pQSAR,0.0033,0.6564,,,0.8613,0.8465,0.9929,0.5,0.5
BRD-A28970875,3320,HSP90AA1,pQSAR,0.0091,0.624,,,0.8098,0.8196,0.9847,0.5,0.5
BRD-A28970875,3551,IKBKB,pQSAR,0.0079,0.6784,,,0.8178,0.8628,0.9935,0.5,0.5
BRD-A28970875,476,ATP1A1,pQSAR,0.0005,0.6591,,,0.9259,0.8486,0.996,0.5,0.5
BRD-A28970875,5970,RELA,pQSAR,0.0037,0.6967,,,0.8561,0.8752,0.996,0.5,0.5
BRD-A28970875,6135,RPL11,Known,0.2396,0.6976,,,0.5353,0.8758,0.9865,0.5,0.5
BRD-A28970875,6143,RPL19,Known,0.4922,0.6976,,,0.432,0.8758,0.9815,0.5,0.5
BRD-A28970875,7155,TOP2B,pQSAR,0.0093,0.6693,,,0.8086,0.8562,0.9922,0.5,0.5
BRD-A29009894,3716,JAK1,Known,0.9833,0.6556,,,0.1428,0.8459,0.8987,0.5,0.5
BRD-A29009894,3717,JAK2,Known,0.2217,0.6556,,,0.5446,0.8459,0.9754,0.5,0.5
BRD-A29009894,3718,JAK3,Known,0.3456,0.6556,,,0.4877,0.8459,0.9709,0.5,0.5
BRD-A29082194,476,ATP1A1,Known,0.0042,0.7792,0.7778,,0.8502,0.9199,0.9988,0.8271,0.5
BRD-A29082194,478,ATP1A3,NCI60,0.4487,0.7792,0.7235,,0.4479,0.9199,0.9949,0.8072,0.5
BRD-A29082194,481,ATP1B1,NCI60,0.8657,0.7792,0.7235,,0.274,0.9199,0.9908,0.8072,0.5
BRD-A29082194,486,FXYD2,NCI60,0.5424,0.7792,0.7235,,0.4138,0.9199,0.9943,0.8072,0.5
BRD-A29082194,5243,ABCB1,NCI60,0.6965,0.5655,0.7631,,0.356,0.7621,0.8486,0.8218,0.5
BRD-A29082194,6097,RORC,NCI60,0.0546,0.5032,0.7631,,0.6833,0.6883,0.8593,0.8218,0.5
BRD-A29260609,154,ADRB2,Known,0.1521,0.6212,,,0.5866,0.8171,0.9639,0.5,0.5
BRD-A29426959,1131,CHRM3,pQSAR,0.0085,0.7321,,,0.8137,0.8966,0.9971,0.5,0.5
BRD-A29426959,3269,HRH1,Known,0.3112,0.8003,,,0.5021,0.9287,0.9968,0.5,0.5
BRD-A29426959,3784,KCNQ1,pQSAR,0.0102,0.6223,,,0.8032,0.8181,0.9838,0.5,0.5
BRD-A29426959,7124,TNF,pQSAR,0.0044,0.6552,,,0.848,0.8456,0.9922,0.5,0.5
BRD-A29426959,85366,MYLK2,pQSAR,0.0039,0.6724,,,0.8537,0.8585,0.9942,0.5,0.5
BRD-A29437505,2099,ESR1,pQSAR,0.0048,0.6122,,,0.8438,0.809,0.9847,0.5,0.5
BRD-A29485665,367,AR,Known,0.1724,0.7355,,,0.5731,0.8984,0.9932,0.5,0.5
BRD-A29644307,3358,HTR2C,pQSAR,0.0009,0.7428,,,0.9095,0.9023,0.9987,0.5,0.5
BRD-A29644307,367,AR,pQSAR,0.0007,0.6279,,,0.9168,0.823,0.9929,0.5,0.5
BRD-A29644307,4128,MAOA,Known,0.3362,0.7469,,,0.4915,0.9045,0.9927,0.5,0.5
BRD-A29644307,4129,MAOB,Known,0.4193,0.7469,,,0.4588,0.9045,0.9919,0.5,0.5
BRD-A29731977,1577,CYP3A5,Known,0.0024,0.7309,0.4794,,0.8748,0.8959,0.9979,0.6969,0.5
BRD-A29731977,2908,NR3C1,pIC50,0.0007,0.7718,0.2647,,0.9168,0.9166,0.9992,0.5758,0.5
BRD-A29734509,1128,CHRM1,Known,0.9349,0.6064,,,0.2192,0.8036,0.8618,0.5,0.5
BRD-A29734509,1131,CHRM3,Known,0.1116,0.6064,,,0.6181,0.8036,0.9593,0.5,0.5
BRD-A30435184,1812,DRD1,pQSAR,0.0051,0.6505,,,0.8408,0.8419,0.9912,0.5,0.5
BRD-A30435184,3358,HTR2C,Known,0.7983,0.6959,,,0.3113,0.8747,0.9722,0.5,0.5
BRD-A30437061,1022,CDK7,pQSAR,0.0032,0.7121,0.3512,,0.8626,0.8849,0.997,0.6266,0.5
BRD-A30437061,1025,CDK9,pQSAR,0.0085,0.7121,0.3512,,0.8137,0.8849,0.996,0.6266,0.5
BRD-A30437061,2932,GSK3B,pQSAR,0.0051,0.6741,0.3916,,0.8408,0.8597,0.9939,0.6495,0.5
BRD-A30437061,3065,HDAC1,pQSAR,0.0088,0.7361,0.3574,,0.8117,0.8987,0.9972,0.6302,0.5
BRD-A30437061,3066,HDAC2,pQSAR,0.0012,0.7361,0.3574,,0.9003,0.8987,0.9984,0.6302,0.5
BRD-A30437061,5292,PIM1,pQSAR,0.0029,0.6267,0.5615,,0.8669,0.822,0.9893,0.7377,0.5
BRD-A30437061,7150,TOP1,Known,0.0005,0.543,0.8002,,0.9259,0.7369,0.977,0.8348,0.5
BRD-A30437061,7298,TYMS,NCI60,0.5381,0.7874,0.7239,,0.4154,0.9234,0.995,0.8073,0.5
BRD-A30437061,983,CDK1,pQSAR,0.0093,0.6989,0.3512,,0.8086,0.8767,0.995,0.6266,0.5
BRD-A30815329,1080,CFTR,Known,0.5608,0.6326,,,0.4071,0.8271,0.9483,0.5,0.5
BRD-A30815329,1577,CYP3A5,pQSAR,0.0035,0.4671,,,0.8586,0.6403,0.8856,0.5,0.5
BRD-A30815329,775,CACNA1C,Known,0.0056,0.6326,,,0.8361,0.8271,0.9882,0.5,0.5
BRD-A30815329,776,CACNA1D,Known,0.0497,0.6326,,,0.6912,0.8271,0.9782,0.5,0.5
BRD-A31158127,1577,CYP3A5,StructureLikely,0.6472,0.6753,,,0.3752,0.8606,0.9694,0.5,0.5
BRD-A31158127,2852,GPER1,pQSAR,0.009,0.6333,,,0.8104,0.8277,0.9867,0.5,0.5
BRD-A31158127,7421,VDR,Known,0.0021,0.6379,,,0.8801,0.8316,0.9917,0.5,0.5
BRD-A31158127,9290,GPR55,pQSAR,0.0064,0.6386,,,0.8292,0.8322,0.9888,0.5,0.5
BRD-A31159102,10682,EBP,pQSAR,0.0048,0.6182,,,0.8438,0.8144,0.986,0.5,0.5
BRD-A31159102,1128,CHRM1,pQSAR,0.0058,0.7825,,,0.8343,0.9213,0.9988,0.5,0.5
BRD-A31159102,2697,GJA1,pQSAR,0.0076,0.6106,,,0.8199,0.8075,0.9822,0.5,0.5
BRD-A31204924,154,ADRB2,pQSAR,0.0068,0.6956,,,0.826,0.8745,0.9952,0.5,0.5
BRD-A31204924,2099,ESR1,Known,0.5377,0.6868,0.0582,,0.4155,0.8686,0.9772,0.4498,0.5
BRD-A31800922,1128,CHRM1,Known,0.2064,0.7861,,,0.5529,0.9229,0.9966,0.5,0.5
BRD-A31800922,1131,CHRM3,Known,0.0544,0.7861,,,0.6836,0.9229,0.9978,0.5,0.5
BRD-A33084557,1595,CYP51A1,Known,0.0739,0.6286,,,0.6569,0.8236,0.9741,0.5,0.5
BRD-A33084557,1812,DRD1,pQSAR,0.0022,0.617,,,0.8783,0.8134,0.9885,0.5,0.5
BRD-A33168282,154,ADRB2,Known,0.0244,0.7417,,,0.7462,0.9018,0.9966,0.5,0.5
BRD-A33168282,3269,HRH1,pQSAR,0.0054,0.6314,,,0.838,0.8261,0.9881,0.5,0.5
BRD-A33711280,1128,CHRM1,Known,0.2257,0.8289,,,0.5425,0.9392,0.9982,0.5,0.5
BRD-A33711280,1131,CHRM3,Known,0.0397,0.8289,,,0.7094,0.9392,0.9989,0.5,0.5
BRD-A33711280,3269,HRH1,pQSAR,0.0017,0.8627,,,0.8881,0.9498,0.9997,0.5,0.5
BRD-A33973768,1128,CHRM1,Known,0.4739,0.6779,,,0.4386,0.8624,0.9758,0.5,0.5
BRD-A33973768,1131,CHRM3,Known,0.0066,0.6779,,,0.8276,0.8624,0.9938,0.5,0.5
BRD-A34006693,1128,CHRM1,pQSAR,0.0007,0.647,,,0.9168,0.8391,0.9947,0.5,0.5
BRD-A34006693,1131,CHRM3,pQSAR,0.002,0.647,,,0.882,0.8391,0.9929,0.5,0.5
BRD-A34006693,3269,HRH1,pQSAR,0.0012,0.6265,,,0.9003,0.8218,0.9916,0.5,0.5
BRD-A34006693,5743,PTGS2,Known,0.1021,0.6959,,,0.6268,0.8747,0.9895,0.5,0.5
BRD-A34006693,7124,TNF,pQSAR,0.009,0.6265,,,0.8104,0.8218,0.9853,0.5,0.5
BRD-A34006693,79001,VKORC1,pQSAR,0.0078,0.6177,,,0.8185,0.814,0.9839,0.5,0.5
BRD-A34255068,5144,PDE4D,Known,0.0232,0.5224,,,0.7498,0.7124,0.913,0.5,0.5
BRD-A34706053,154,ADRB2,Known,0.1945,0.6406,,,0.5597,0.8338,0.9706,0.5,0.5
BRD-A34806832,301,ANXA1,pQSAR,0.0011,0.6328,0.126,,0.9032,0.8273,0.9925,0.4912,0.5
BRD-A34806832,3551,IKBKB,pQSAR,0.0058,0.7182,0.1979,0.3243,0.8343,0.8886,0.9967,0.5353,0.5645
BRD-A34806832,476,ATP1A1,Known,0.0003,0.8699,0.8467,0.4384,0.9378,0.9518,0.9999,0.8499,0.6324
BRD-A34806832,478,ATP1A3,NCI60,0.3381,0.8699,0.7643,0.29,0.4907,0.9518,0.9989,0.8223,0.5434
BRD-A34806832,481,ATP1B1,NCI60,0.6292,0.8699,0.7643,0.29,0.382,0.9518,0.9984,0.8223,0.5434
BRD-A34806832,486,FXYD2,NCI60,0.5075,0.8699,0.7643,0.29,0.4264,0.9518,0.9986,0.8223,0.5434
BRD-A34806832,5243,ABCB1,NCI60,0.0026,0.8277,0.7407,0.2109,0.8715,0.9388,0.9995,0.8136,0.4944
BRD-A34806832,6097,RORC,NCI60,0.0061,0.8277,0.7407,0.2109,0.8317,0.9388,0.9994,0.8136,0.4944
BRD-A34817987,1577,CYP3A5,Known,0.0156,0.5888,0.412,,0.7768,0.7864,0.97,0.6608,0.5
BRD-A35033682,1545,CYP1B1,Known,0.739,0.7132,,,0.3384,0.8856,0.9804,0.5,0.5
BRD-A35033682,1956,EGFR,pQSAR,0.0029,0.7597,,,0.8669,0.9109,0.9986,0.5,0.5
BRD-A35033682,2100,ESR2,StructureLikely,0.5396,0.6706,,,0.4148,0.8572,0.971,0.5,0.5
BRD-A35033682,3551,IKBKB,pQSAR,0.0002,0.6978,,,0.946,0.876,0.9983,0.5,0.5
BRD-A35033682,367,AR,StructureLikely,0.2969,0.8031,,,0.5083,0.9298,0.997,0.5,0.5
BRD-A35033682,4128,MAOA,pQSAR,0.0083,0.7132,,,0.815,0.8856,0.9961,0.5,0.5
BRD-A35033682,4780,NFE2L2,Known,0.1258,0.7033,,,0.6062,0.8795,0.99,0.5,0.5
BRD-A35033682,6715,SRD5A1,StructureLikely,0.1923,0.7538,,,0.561,0.908,0.9946,0.5,0.5
BRD-A35108200,1577,CYP3A5,Known,0.0892,0.7056,1.0,,0.6396,0.8809,0.9913,0.8919,0.5
BRD-A35108200,190,NR0B1,Known,0.6148,0.5772,1.0,,0.3874,0.7746,0.8811,0.8919,0.5
